Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime
tf_alexnet,130000,279,512,J111,JJ1,0,508207.81762091257,0.004189675247097804,44571.298361099995,368373.158565
tf_alexnet,130000,475,1024,J92,JJ2,14994,157682.030063732,0.004989109623552895,71843.8639525,598714.0318649999
tf_alexnet,130000,232,128,J113,JJ3,30151,174439.4954212449,0.011054921618763196,48952.58648937143,390265.5453005714
tf_alexnet,130000,366,512,J95,JJ4,45195,720435.0890608856,0.014766660708458324,58474.042704,483259.77430200006
tf_vgg19,130000,14,32,J176,JJ5,60094,987947.2253161543,0.005731956374483186,45374.453635,685011.5464499999
tf_alexnet,130000,339,512,J119,JJ6,75075,283181.8219004907,0.011142469880666417,54156.041319225005,447591.15886275005
tf_resnet50,130000,60,16,J126,JJ7,90094,248730.2689052266,0.014888498936368271,71039.88342,342376.29377999995
tf_alexnet,130000,370,1024,J108,JJ8,104947,767033.503021099,0.005412120940383682,55949.580266000004,466232.23750800005
tf_resnet50,130000,88,32,J139,JJ9,120153,546045.3967809085,0.012737757751731353,73911.3896928,412606.66409599996
pytorch_resnet50,130000,47,8,J57,JJ10,134901,723123.5233905071,0.0051141849069423675,80870.93421828572,298475.1309
pytorch_alexnet,130000,1171,128,J29,JJ11,149618,451533.79210609326,0.006431427695708895,45776.328444125,530754.87789775
pytorch_alexnet,130000,2889,256,J2,JJ12,164589,943679.0937487672,0.003198464212064007,43207.074427086,1193160.1599881998
pytorch_vgg19,130000,5977,32,J67,JJ13,179668,78199573.14422192,0.012360571036020392,43204.365916819996,133994803.6965
tf_resnet50,130000,58,16,J142,JJ14,194659,333968.2769546629,0.013888133909586514,68659.29757466666,330955.65329333337
tf_alexnet,130000,441,512,J99,JJ15,209853,629820.7603891401,0.01090317868245489,70453.91777340001,582277.8336060001
pytorch_resnet50,130000,46,8,J61,JJ16,224728,484317.72001235886,0.008829488655508035,79149.71426349999,292124.32411000005
pytorch_alexnet,130000,1497,1024,J32,JJ17,239751,630583.8848775022,0.008498457702966594,77052.055076475,572517.55685175
tf_resnet50,130000,60,16,J126,JJ18,254617,691528.3683563059,0.008654157071914399,71039.88342,342376.29377999995
pytorch_alexnet,130000,1135,128,J5,JJ19,269603,367824.5344083719,0.008397350250361313,44407.2190639,514482.09644449997
pytorch_alexnet,130000,1174,128,J21,JJ20,284472,562523.7652456826,0.012808306198725965,45897.992556,532119.7048766668
pytorch_alexnet,130000,1101,1024,J8,JJ21,299601,1073733.4668066176,0.007444701355074525,57509.07005679,421815.5378294999
pytorch_resnet50,130000,77,16,J54,JJ22,314572,1190347.3052597516,0.004635180440476516,96255.47200499999,444108.44349666673
tf_resnet50,130000,68,16,J130,JJ23,329600,1007593.9009312995,0.013829831810063139,80504.48767733332,388021.71949866664
pytorch_vgg19,130000,8259,32,J88,JJ24,344577,108662511.96132012,0.012184769215719982,43203.2312133,185162575.48763248
tf_resnet50,130000,121,64,J124,JJ25,359916,1086698.3503216165,0.013819649297436717,80624.6450768,511072.509266
tf_alexnet,130000,325,1024,J104,JJ26,374987,1005564.0517263946,0.013410701414218629,49145.615739999994,409535.699625
pytorch_resnet50,130000,3713,32,J63,JJ27,390146,12680616.032738462,0.006598235228594243,43208.636603665,20333402.772182498
tf_alexnet,130000,370,1024,J108,JJ28,405107,1163307.3354618966,0.0030756914521430636,55949.580266000004,466232.23750800005
tf_vgg19,130000,7,8,J153,JJ29,420182,1248304.1942508444,0.0041893761890706765,43954.83267,577050.43578
tf_alexnet,130000,399,256,J106,JJ30,435178,1530022.8003291744,0.008618293169935618,70558.14714648,574933.0453692001
tf_alexnet,130000,349,512,J103,JJ31,450372,955731.676486497,0.0032931296812648437,55755.054848349995,460800.7192745
pytorch_vgg19,130000,224,16,J78,JJ32,465607,12328466.88704205,0.003571621749743341,43265.81622272,6314001.811712
pytorch_resnet50,130000,95,8,J53,JJ33,480699,853881.8433356964,0.007123308616875704,163464.07351,603301.54605
pytorch_resnet50,130000,88,16,J38,JJ34,495826,694921.8367645151,0.0045991474582731786,110015.323704,507584.57015199994
pytorch_vgg19,130000,7098,32,J70,JJ35,511063,315891641.1718363,0.009685378194510869,43206.037843877995,159130241.65038
pytorch_alexnet,130000,1254,1024,J28,JJ36,525957,1240600.9810589058,0.010581437502982977,64590.13994022857,479624.2791497143
pytorch_resnet50,130000,38,16,J42,JJ37,540941,649038.623964144,0.011959196620334914,47504.65877466666,219177.3234253333
tf_alexnet,130000,366,512,J95,JJ38,555973,1151173.1541131758,0.0050224241392655845,58474.042704,483259.77430200006
tf_resnet50,130000,58,32,J127,JJ39,571242,758413.5636178127,0.005697637547509767,48711.777937399995,272054.232934
pytorch_vgg19,130000,150,8,J71,JJ40,586083,9332478.604292663,0.010444086136208734,43297.9366,7130353.348
pytorch_resnet50,130000,64,16,J62,JJ41,601127,1175885.5730933922,0.012157797286410383,80003.723616,369126.18095999997
tf_vgg19,130000,14,32,J158,JJ42,616178,1364342.7883039364,0.008264309158846525,45375.965418,684978.3563
tf_resnet50,130000,121,64,J124,JJ43,631332,869882.6433307407,0.006172222212272589,80624.6450768,511072.509266
tf_resnet50,130000,103,16,J134,JJ44,646277,1196222.158782882,0.012290226542847907,121935.0316255,587735.186065
pytorch_alexnet,130000,2889,256,J2,JJ45,661389,2235187.720115899,0.013184715452642385,43207.074427086,1193160.1599881998
tf_alexnet,130000,339,512,J119,JJ46,676435,1567592.7411594286,0.010272361105274385,54156.041319225005,447591.15886275005
tf_vgg19,130000,11,16,J175,JJ47,691404,1233467.3125889706,0.014976345303683893,46791.41527500001,661092.206775
tf_resnet50,130000,36,8,J125,JJ48,706347,1264378.1894559884,0.011615300026972007,65562.411312,279201.09524399997
pytorch_resnet50,130000,47,8,J57,JJ49,721065,814353.2253631583,0.004264303195435821,80870.93421828572,298475.1309
pytorch_vgg19,130000,7832,32,J76,JJ50,736282,75965354.54621562,0.012847851833429472,43204.36518772,175588237.31988
pytorch_vgg19,130000,8259,32,J88,JJ51,751138,83240264.9995966,0.005679518306333392,43203.2312133,185162575.48763248
tf_resnet50,130000,107,32,J151,JJ52,766117,1573594.1871832726,0.010260283482632686,89870.70539150001,501641.9536525
pytorch_alexnet,130000,833,512,J11,JJ53,781260,1163512.3033601744,0.014082897884258355,56396.9418628,327069.7952853333
pytorch_resnet50,130000,256,64,J40,JJ54,796539,3188833.5252626645,0.010782990540908128,43261.107072,1365253.422336
pytorch_resnet50,130000,43,8,J41,JJ55,811379,1227762.7089405088,0.011299348298763237,73993.90297733333,273075.70574400004
tf_alexnet,130000,331,256,J110,JJ56,826310,1060428.7003242008,0.010233081655720528,58532.87687703334,476949.592244
pytorch_resnet50,130000,64,16,J62,JJ57,841216,1147022.676854793,0.006054851470546432,80003.723616,369126.18095999997
tf_alexnet,130000,325,1024,J104,JJ58,856073,1605787.386639814,0.014289132872406934,49145.615739999994,409535.699625
tf_resnet50,130000,60,16,J126,JJ59,871129,1208307.989589225,0.005575231717335349,71039.88342,342376.29377999995
pytorch_resnet50,130000,88,16,J38,JJ60,886077,1258813.786707141,0.010748806752882718,110015.323704,507584.57015199994
pytorch_vgg19,130000,150,8,J74,JJ61,901133,2716619.095385745,0.006139128490504133,43265.2076925,7130705.898000001
pytorch_resnet50,130000,2499,32,J35,JJ62,915948,13262346.896650767,0.00786285343072447,43200.21195042,13690928.477184001
pytorch_resnet50,130000,38,8,J45,JJ63,930856,1195258.0897628171,0.006163983091039774,65387.795081,241321.66760000002
pytorch_vgg19,130000,150,8,J68,JJ64,946101,8547353.151706059,0.007150372958568462,43363.394414999995,7129648.248
tf_resnet50,130000,86,64,J140,JJ65,961122,1555103.6127083146,0.013277915515764238,57423.28452879999,361923.543456
pytorch_resnet50,130000,63,16,J46,JJ66,976132,1148949.1512113106,0.008744611677474189,78756.100416,363367.19223000004
tf_alexnet,130000,312,256,J114,JJ67,991169,1636771.3625766803,0.011278422001382384,55172.766239314275,449571.9041691429
tf_resnet50,130000,86,64,J140,JJ68,1006071,1522213.5690963967,0.011469654127689872,57423.28452879999,361923.543456
pytorch_resnet50,130000,3564,32,J51,JJ69,1020810,32407488.123609237,0.012288948335328238,43200.66198729601,19518137.469072
tf_alexnet,130000,331,256,J110,JJ70,1036093,1103602.5986170575,0.006747387614819685,58532.87687703334,476949.592244
tf_vgg19,130000,14,32,J176,JJ71,1051043,1197785.7905805493,0.007873822301273734,45374.453635,685011.5464499999
