Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime
tf_alexnet,130000,279,512,J111,JJ1,0,508207.81762091257,0.004189675247097804,44571.298361099995,368373.158565
tf_alexnet,130000,475,1024,J92,JJ2,1219,143907.030063732,0.004989109623552895,71843.8639525,598714.0318649999
tf_alexnet,130000,232,128,J113,JJ3,2508,146796.4954212449,0.011054921618763196,48952.58648937143,390265.5453005714
tf_alexnet,130000,366,512,J95,JJ4,3793,679033.0890608856,0.014766660708458324,58474.042704,483259.77430200006
tf_vgg19,130000,14,32,J176,JJ5,5070,932923.2253161543,0.005731956374483186,45374.453635,685011.5464499999
tf_alexnet,130000,339,512,J119,JJ6,6277,214383.8219004907,0.011142469880666417,54156.041319225005,447591.15886275005
tf_resnet50,130000,60,16,J126,JJ7,7564,166200.2689052266,0.014888498936368271,71039.88342,342376.29377999995
tf_alexnet,130000,370,1024,J108,JJ8,8834,670920.503021099,0.005412120940383682,55949.580266000004,466232.23750800005
tf_resnet50,130000,88,32,J139,JJ9,10114,436006.39678090846,0.012737757751731353,73911.3896928,412606.66409599996
pytorch_resnet50,130000,47,8,J57,JJ10,11380,599602.5233905071,0.0051141849069423675,80870.93421828572,298475.1309
pytorch_alexnet,130000,1171,128,J29,JJ11,12637,314552.79210609326,0.006431427695708895,45776.328444125,530754.87789775
pytorch_alexnet,130000,2889,256,J2,JJ12,13854,792944.0937487672,0.003198464212064007,43207.074427086,1193160.1599881998
pytorch_vgg19,130000,5977,32,J67,JJ13,15084,78034989.14422192,0.012360571036020392,43204.365916819996,133994803.6965
tf_resnet50,130000,58,16,J142,JJ14,16388,155697.27695466293,0.013888133909586514,68659.29757466666,330955.65329333337
tf_alexnet,130000,441,512,J99,JJ15,17669,437636.7603891401,0.01090317868245489,70453.91777340001,582277.8336060001
pytorch_resnet50,130000,46,8,J61,JJ16,19004,278593.72001235886,0.008829488655508035,79149.71426349999,292124.32411000005
pytorch_alexnet,130000,1497,1024,J32,JJ17,20289,411121.8848775022,0.008498457702966594,77052.055076475,572517.55685175
tf_resnet50,130000,60,16,J126,JJ18,21536,458447.3683563059,0.008654157071914399,71039.88342,342376.29377999995
pytorch_alexnet,130000,1135,128,J5,JJ19,22794,121015.53440837188,0.008397350250361313,44407.2190639,514482.09644449997
pytorch_alexnet,130000,1174,128,J21,JJ20,24130,302181.76524568256,0.012808306198725965,45897.992556,532119.7048766668
pytorch_alexnet,130000,1101,1024,J8,JJ21,25410,799542.4668066174,0.007444701355074525,57509.07005679,421815.5378294999
pytorch_resnet50,130000,77,16,J54,JJ22,26745,902520.3052597517,0.004635180440476516,96255.47200499999,444108.44349666673
tf_resnet50,130000,68,16,J130,JJ23,28025,706018.9009312995,0.013829831810063139,80504.48767733332,388021.71949866664
pytorch_vgg19,130000,8259,32,J88,JJ24,29269,108347203.96132012,0.012184769215719982,43203.2312133,185162575.48763248
tf_resnet50,130000,121,64,J124,JJ25,30507,757289.3503216164,0.013819649297436717,80624.6450768,511072.509266
tf_alexnet,130000,325,1024,J104,JJ26,31813,662390.0517263946,0.013410701414218629,49145.615739999994,409535.699625
pytorch_resnet50,130000,3713,32,J63,JJ27,33147,12323617.032738462,0.006598235228594243,43208.636603665,20333402.772182498
tf_alexnet,130000,370,1024,J108,JJ28,34428,792628.3354618966,0.0030756914521430636,55949.580266000004,466232.23750800005
tf_vgg19,130000,7,8,J153,JJ29,35739,863861.1942508443,0.0041893761890706765,43954.83267,577050.43578
tf_alexnet,130000,399,256,J106,JJ30,37019,1131863.8003291744,0.008618293169935618,70558.14714648,574933.0453692001
tf_alexnet,130000,349,512,J103,JJ31,38270,543629.676486497,0.0032931296812648437,55755.054848349995,460800.7192745
pytorch_vgg19,130000,224,16,J78,JJ32,39547,11902406.88704205,0.003571621749743341,43265.81622272,6314001.811712
pytorch_resnet50,130000,95,8,J53,JJ33,40793,413975.8433356964,0.007123308616875704,163464.07351,603301.54605
pytorch_resnet50,130000,88,16,J38,JJ34,42084,241179.83676451514,0.0045991474582731786,110015.323704,507584.57015199994
pytorch_vgg19,130000,7098,32,J70,JJ35,43353,315423931.1718363,0.009685378194510869,43206.037843877995,159130241.65038
pytorch_alexnet,130000,1254,1024,J28,JJ36,44620,759263.9810589057,0.010581437502982977,64590.13994022857,479624.2791497143
pytorch_resnet50,130000,38,16,J42,JJ37,45867,153964.62396414406,0.011959196620334914,47504.65877466666,219177.3234253333
tf_alexnet,130000,366,512,J95,JJ38,47133,642333.1541131757,0.0050224241392655845,58474.042704,483259.77430200006
tf_resnet50,130000,58,32,J127,JJ39,48437,235608.56361781264,0.005697637547509767,48711.777937399995,272054.232934
pytorch_vgg19,130000,150,8,J71,JJ40,49713,8796108.604292663,0.010444086136208734,43297.9366,7130353.348
pytorch_resnet50,130000,64,16,J62,JJ41,51011,625769.5730933922,0.012157797286410383,80003.723616,369126.18095999997
tf_vgg19,130000,14,32,J158,JJ42,52261,800425.7883039364,0.008264309158846525,45375.965418,684978.3563
tf_resnet50,130000,121,64,J124,JJ43,53539,292089.64333074074,0.006172222212272589,80624.6450768,511072.509266
tf_resnet50,130000,103,16,J134,JJ44,54849,604794.1587828819,0.012290226542847907,121935.0316255,587735.186065
pytorch_alexnet,130000,2889,256,J2,JJ45,56084,1629882.720115899,0.013184715452642385,43207.074427086,1193160.1599881998
tf_alexnet,130000,339,512,J119,JJ46,57342,948499.7411594286,0.010272361105274385,54156.041319225005,447591.15886275005
tf_vgg19,130000,11,16,J175,JJ47,58670,600733.3125889706,0.014976345303683893,46791.41527500001,661092.206775
